Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-byid-practitionerroles-json,5,2,0
Cross.list-simple-byid-practitionerroles-xml,5,4,0
Cross.list-simple-byid-practitioners,5,0,0
Cross.list-simple-byid-practitioners-json,5,2,0
Cross.list-simple-byid-practitioners-xml,5,3,0
Cross.list-simple-byid-procedures,5,0,0
Cross.list-simple-byid-procedures-json,5,0,0
Cross.list-simple-byid-procedures-xml,5,1,0
Cross.list-simple-byid-provenances,5,1,0
Cross.list-simple-byid-provenances-json,5,2,0
Cross.list-simple-byid-provenances-xml,5,2,0
Cross.list-simple-byid-questionnaireresponses,5,0,0
Cross.list-simple-byid-questionnaireresponses-json,5,0,0
Cross.list-simple-byid-questionnaireresponses-xml,5,0,0
Cross.list-simple-byid-questionnaires,5,0,450
Cross.list-simple-byid-questionnaires-json,5,2,475
Cross.list-simple-byid-questionnaires-xml,5,3,470
Cross.list-simple-byid-relatedpeople,5,0,0
Cross.list-simple-byid-relatedpeople-json,5,2,0
Cross.list-simple-byid-relatedpeople-xml,5,3,0
Cross.list-simple-byid-requestgroups,5,1,0
Cross.list-simple-byid-requestgroups-json,5,1,0
Cross.list-simple-byid-requestgroups-xml,5,3,0
Cross.list-simple-byid-requirements,5,0,0
Cross.list-simple-byid-requirements-json,5,0,0
Cross.list-simple-byid-requirements-xml,5,1,0
Cross.list-simple-byid-researchdefinitions,5,1,0
Cross.list-simple-byid-researchdefinitions-json,5,1,0
Cross.list-simple-byid-researchdefinitions-xml,5,2,0
Cross.list-simple-byid-researchelementdefinitions,5,0,0
Cross.list-simple-byid-researchelementdefinitions-json,5,0,0
Cross.list-simple-byid-researchelementdefinitions-xml,5,0,0
Cross.list-simple-byid-researchstudies,5,2,0
Cross.list-simple-byid-researchstudies-json,5,3,0
Cross.list-simple-byid-researchstudies-xml,5,3,0
Cross.list-simple-byid-researchsubjects,5,0,0
Cross.list-simple-byid-researchsubjects-json,5,2,0
Cross.list-simple-byid-researchsubjects-xml,5,4,0
Cross.list-simple-byid-riskassessments,5,1,0
Cross.list-simple-byid-riskassessments-json,5,1,0
Cross.list-simple-byid-riskassessments-xml,5,3,0
Cross.list-simple-byid-riskevidencesyntheses,5,1,0
Cross.list-simple-byid-riskevidencesyntheses-json,5,2,0
Cross.list-simple-byid-riskevidencesyntheses-xml,5,3,0
Cross.list-simple-byid-schedules,5,1,0
Cross.list-simple-byid-schedules-json,5,1,0
Cross.list-simple-byid-schedules-xml,5,1,0
Cross.list-simple-byid-searchparameters,5,0,0
Cross.list-simple-byid-searchparameters-json,5,1,0
Cross.list-simple-byid-searchparameters-xml,5,2,0
Cross.list-simple-byid-servicerequests,5,0,0
Cross.list-simple-byid-servicerequests-json,5,2,0
Cross.list-simple-byid-servicerequests-xml,5,3,0
Cross.list-simple-byid-slots,5,0,0
Cross.list-simple-byid-slots-json,5,2,0
Cross.list-simple-byid-slots-xml,5,2,0
Cross.list-simple-byid-specimen,5,0,0
Cross.list-simple-byid-specimen-json,5,1,0
Cross.list-simple-byid-specimen-xml,5,1,0
Cross.list-simple-byid-specimendefinitions,5,1,0
Cross.list-simple-byid-specimendefinitions-json,5,3,0
Cross.list-simple-byid-specimendefinitions-xml,5,3,0
Cross.list-simple-byid-structuredefinitions,5,1,355
Cross.list-simple-byid-structuredefinitions-json,5,2,380
Cross.list-simple-byid-structuredefinitions-xml,5,3,375
Cross.list-simple-byid-structuremaps,5,1,0
Cross.list-simple-byid-structuremaps-json,5,1,0
Cross.list-simple-byid-structuremaps-xml,5,2,0
Cross.list-simple-byid-subscriptions,5,1,0
Cross.list-simple-byid-subscriptions-json,5,2,0
Cross.list-simple-byid-subscriptions-xml,5,2,0
Cross.list-simple-byid-subscriptiontopics,5,1,0
Cross.list-simple-byid-subscriptiontopics-json,5,2,0
Cross.list-simple-byid-subscriptiontopics-xml,5,2,0
Cross.list-simple-byid-substancenucleicacids,5,0,0
Cross.list-simple-byid-substancenucleicacids-json,5,0,0
Cross.list-simple-byid-substancenucleicacids-xml,5,4,0
Cross.list-simple-byid-substancepolymers,5,1,0
Cross.list-simple-byid-substancepolymers-json,5,1,0
Cross.list-simple-byid-substancepolymers-xml,5,1,0
Cross.list-simple-byid-substanceproteins,5,0,0
Cross.list-simple-byid-substanceproteins-json,5,1,0
Cross.list-simple-byid-substanceproteins-xml,5,1,0
Cross.list-simple-byid-substancereferenceinformations,5,1,0
Cross.list-simple-byid-substancereferenceinformations-json,5,1,0
Cross.list-simple-byid-substancereferenceinformations-xml,5,1,0
Cross.list-simple-byid-substances,5,1,0
Cross.list-simple-byid-substances-json,5,1,0
Cross.list-simple-byid-substances-xml,5,1,0
Cross.list-simple-byid-substancesourcematerials,5,2,0
Cross.list-simple-byid-substancesourcematerials-json,5,2,0
Cross.list-simple-byid-substancesourcematerials-xml,5,2,0
Cross.list-simple-byid-substancespecifications,5,0,0
Cross.list-simple-byid-substancespecifications-json,5,2,0
Cross.list-simple-byid-substancespecifications-xml,5,3,0
Cross.list-simple-byid-supplydeliveries,5,0,0
Cross.list-simple-byid-supplydeliveries-json,5,0,0
Cross.list-simple-byid-supplydeliveries-xml,5,1,0
Cross.list-simple-byid-supplyrequests,5,0,0
Cross.list-simple-byid-supplyrequests-json,5,0,0
Cross.list-simple-byid-supplyrequests-xml,5,1,0
Cross.list-simple-byid-tasks,5,0,0
Cross.list-simple-byid-tasks-json,5,1,0
Cross.list-simple-byid-tasks-xml,5,4,0
Cross.list-simple-byid-terminologycapabilities,5,0,0
Cross.list-simple-byid-terminologycapabilities-json,5,1,0
Cross.list-simple-byid-terminologycapabilities-xml,5,3,0
Cross.list-simple-byid-testplans,5,1,0
Cross.list-simple-byid-testplans-json,5,3,0
Cross.list-simple-byid-testplans-xml,5,3,0
Cross.list-simple-byid-testreports,5,0,0
Cross.list-simple-byid-testreports-json,5,1,0
Cross.list-simple-byid-testreports-xml,5,2,0
Cross.list-simple-byid-testscripts,5,0,0
Cross.list-simple-byid-testscripts-json,5,0,0
Cross.list-simple-byid-testscripts-xml,5,1,0
Cross.list-simple-byid-valuesets,5,0,500
Cross.list-simple-byid-valuesets-json,5,1,525
Cross.list-simple-byid-valuesets-xml,5,3,520
Cross.list-simple-byid-verificationresults,5,0,0
Cross.list-simple-byid-verificationresults-json,5,0,0
Cross.list-simple-byid-verificationresults-xml,5,1,0
Cross.list-simple-byid-visionprescriptions,5,2,0
Cross.list-simple-byid-visionprescriptions-json,5,2,0
Cross.list-simple-byid-visionprescriptions-xml,5,3,0
Cross.list-simple-capabilitystatements,5,0,0
Cross.list-simple-capabilitystatements-json,5,1,0
Cross.list-simple-capabilitystatements-xml,5,2,0
Cross.list-simple-careplans,5,1,0
Cross.list-simple-careplans-json,5,1,0
Cross.list-simple-careplans-xml,5,1,0
Cross.list-simple-careteams,5,1,0
Cross.list-simple-careteams-json,5,1,0
Cross.list-simple-careteams-xml,5,2,0
Cross.list-simple-catalogentries,5,0,0
Cross.list-simple-catalogentries-json,5,1,0
Cross.list-simple-catalogentries-xml,5,2,0
Cross.list-simple-chargeitemdefinitions,5,0,0
Cross.list-simple-chargeitemdefinitions-json,5,1,0
Cross.list-simple-chargeitemdefinitions-xml,5,2,0
Cross.list-simple-chargeitems,5,0,0
Cross.list-simple-chargeitems-json,5,0,0
Cross.list-simple-chargeitems-xml,5,1,0
Cross.list-simple-claimresponses,5,0,0
Cross.list-simple-claimresponses-json,5,1,0
Cross.list-simple-claimresponses-xml,5,1,0
Cross.list-simple-claims,5,1,0
Cross.list-simple-claims-json,5,2,0
Cross.list-simple-claims-xml,5,4,0
Cross.list-simple-clinicalimpressions,5,0,0
Cross.list-simple-clinicalimpressions-json,5,0,0
Cross.list-simple-clinicalimpressions-xml,5,0,0
Cross.list-simple-codesystems,5,0,0
Cross.list-simple-codesystems-json,5,1,0
Cross.list-simple-codesystems-xml,5,1,0
Cross.list-simple-communicationrequests,5,0,0
Cross.list-simple-communicationrequests-json,5,1,0
Cross.list-simple-communicationrequests-xml,5,2,0
Cross.list-simple-communications,5,1,0
Cross.list-simple-communications-json,5,1,0
Cross.list-simple-communications-xml,5,1,0
Cross.list-simple-compartmentdefinitions,5,0,0
Cross.list-simple-compartmentdefinitions-json,5,0,0
Cross.list-simple-compartmentdefinitions-xml,5,4,0
Cross.list-simple-compositions,5,0,0
Cross.list-simple-compositions-json,5,3,0
Cross.list-simple-compositions-xml,5,3,0
Cross.list-simple-conceptmaps,5,2,0
Cross.list-simple-conceptmaps-json,5,2,0
Cross.list-simple-conceptmaps-xml,5,2,0
Cross.list-simple-conditions,5,0,0
Cross.list-simple-conditions-json,5,1,0
Cross.list-simple-conditions-xml,5,2,0
Cross.list-simple-consents,5,0,0
Cross.list-simple-consents-json,5,2,0
Cross.list-simple-consents-xml,5,4,0
Cross.list-simple-contracts,5,1,0
Cross.list-simple-contracts-json,5,1,0
Cross.list-simple-contracts-xml,5,2,0
Cross.list-simple-coverageeligibilityrequests,5,2,0
Cross.list-simple-coverageeligibilityrequests-json,5,2,0
Cross.list-simple-coverageeligibilityrequests-xml,5,2,0
Cross.list-simple-coverageeligibilityresponses,5,1,0
Cross.list-simple-coverageeligibilityresponses-json,5,1,0
Cross.list-simple-coverageeligibilityresponses-xml,5,2,0
Cross.list-simple-coverages,5,0,0
Cross.list-simple-coverages-json,5,0,0
Cross.list-simple-coverages-xml,5,1,0
Cross.list-simple-detectedissues,5,0,0
Cross.list-simple-detectedissues-json,5,1,0
Cross.list-simple-detectedissues-xml,5,1,0
Cross.list-simple-devicedefinitions,5,1,0
Cross.list-simple-devicedefinitions-json,5,1,0
Cross.list-simple-devicedefinitions-xml,5,2,0
Cross.list-simple-devicemetrics,5,2,0
Cross.list-simple-devicemetrics-json,5,2,0
Cross.list-simple-devicemetrics-xml,5,4,0
Cross.list-simple-devicerequests,5,2,0
Cross.list-simple-devicerequests-json,5,2,0
Cross.list-simple-devicerequests-xml,5,3,0
Cross.list-simple-devices,5,0,0
Cross.list-simple-devices-json,5,0,0
Cross.list-simple-devices-xml,5,0,0
Cross.list-simple-deviceusestatements,5,0,0
Cross.list-simple-deviceusestatements-json,5,1,0
Cross.list-simple-deviceusestatements-xml,5,2,0
Cross.list-simple-diagnosticreports,5,1,0
Cross.list-simple-diagnosticreports-json,5,2,0
Cross.list-simple-diagnosticreports-xml,5,3,0
Cross.list-simple-documentmanifests,5,0,0
Cross.list-simple-documentmanifests-json,5,1,0
Cross.list-simple-documentmanifests-xml,5,1,0
Cross.list-simple-documentreferences,5,0,0
Cross.list-simple-documentreferences-json,5,0,0
Cross.list-simple-documentreferences-xml,5,2,0
Cross.list-simple-domainresources,5,0,0
Cross.list-simple-domainresources-json,5,2,0
Cross.list-simple-domainresources-xml,5,3,0
Cross.list-simple-effectevidencesyntheses,5,0,0
Cross.list-simple-effectevidencesyntheses-json,5,0,0
Cross.list-simple-effectevidencesyntheses-xml,5,0,0
Cross.list-simple-encounters,5,0,0
Cross.list-simple-encounters-json,5,2,0
Cross.list-simple-encounters-xml,5,2,0
Cross.list-simple-endpoints,5,0,0
Cross.list-simple-endpoints-json,5,1,0
Cross.list-simple-endpoints-xml,5,2,0
Cross.list-simple-enrollmentrequests,5,1,0
Cross.list-simple-enrollmentrequests-json,5,2,0
Cross.list-simple-enrollmentrequests-xml,5,2,0
Cross.list-simple-enrollmentresponses,5,1,0
Cross.list-simple-enrollmentresponses-json,5,1,0
Cross.list-simple-enrollmentresponses-xml,5,2,0
Cross.list-simple-episodeofcares,5,0,0
Cross.list-simple-episodeofcares-json,5,1,0
Cross.list-simple-episodeofcares-xml,5,1,0
Cross.list-simple-eventdefinitions,5,2,0
Cross.list-simple-eventdefinitions-json,5,3,0
Cross.list-simple-eventdefinitions-xml,5,5,0
Cross.list-simple-evidences,5,1,0
Cross.list-simple-evidences-json,5,1,0
Cross.list-simple-evidences-xml,5,2,0
Cross.list-simple-evidencevariables,5,1,0
Cross.list-simple-evidencevariables-json,5,1,0
Cross.list-simple-evidencevariables-xml,5,1,0
Cross.list-simple-examplescenarios,5,1,0
Cross.list-simple-examplescenarios-json,5,1,0
Cross.list-simple-examplescenarios-xml,5,1,0
Cross.list-simple-explanationofbenefits,5,0,0
Cross.list-simple-explanationofbenefits-json,5,1,0
Cross.list-simple-explanationofbenefits-xml,5,1,0
Cross.list-simple-extensions,5,1,0
Cross.list-simple-extensions-mm,5,2,0
Cross.list-simple-familymemberhistories,5,0,0
Cross.list-simple-familymemberhistories-json,5,2,0
Cross.list-simple-familymemberhistories-xml,5,3,0
Cross.list-simple-flags,5,1,0
Cross.list-simple-flags-json,5,4,0
Cross.list-simple-flags-xml,5,4,0
Cross.list-simple-goals,5,0,0
Cross.list-simple-goals-json,5,0,0
Cross.list-simple-goals-xml,5,1,0
Cross.list-simple-graphdefinitions,5,0,0
Cross.list-simple-graphdefinitions-json,5,2,0
Cross.list-simple-graphdefinitions-xml,5,3,0
Cross.list-simple-groups,5,1,0
Cross.list-simple-groups-json,5,1,0
Cross.list-simple-groups-xml,5,3,0
Cross.list-simple-guidanceresponses,5,0,0
Cross.list-simple-guidanceresponses-json,5,2,0
Cross.list-simple-guidanceresponses-xml,5,3,0
Cross.list-simple-healthcareservices,5,0,0
Cross.list-simple-healthcareservices-json,5,0,0
Cross.list-simple-healthcareservices-xml,5,2,0
Cross.list-simple-imagingstudies,5,0,0
Cross.list-simple-imagingstudies-json,5,0,0
Cross.list-simple-imagingstudies-xml,5,2,0
Cross.list-simple-immunizationevaluations,5,2,0
Cross.list-simple-immunizationevaluations-json,5,3,0
Cross.list-simple-immunizationevaluations-xml,5,3,0
Cross.list-simple-immunizationrecommendations,5,0,0
Cross.list-simple-immunizationrecommendations-json,5,1,0
Cross.list-simple-immunizationrecommendations-xml,5,3,0
Cross.list-simple-immunizations,5,0,0
Cross.list-simple-immunizations-json,5,0,0
Cross.list-simple-immunizations-xml,5,1,0
Cross.list-simple-implementationguides,5,2,285
Cross.list-simple-implementationguides-json,5,2,310
Cross.list-simple-implementationguides-xml,5,3,305
Cross.list-simple-insuranceplans,5,2,0
Cross.list-simple-insuranceplans-json,5,3,0
Cross.list-simple-insuranceplans-xml,5,3,0
Cross.list-simple-invoices,5,0,0
Cross.list-simple-invoices-json,5,0,0
Cross.list-simple-invoices-xml,5,2,0
Cross.list-simple-libraries,5,0,0
Cross.list-simple-libraries-json,5,0,0
Cross.list-simple-libraries-xml,5,1,0
Cross.list-simple-linkages,5,1,0
Cross.list-simple-linkages-json,5,2,0
Cross.list-simple-linkages-xml,5,2,0
Cross.list-simple-lists,5,1,0
Cross.list-simple-lists-json,5,1,0
Cross.list-simple-lists-xml,5,1,0
Cross.list-simple-locations,5,1,0
Cross.list-simple-locations-json,5,2,0
Cross.list-simple-locations-xml,5,2,0
Cross.list-simple-logicals,5,0,0
Cross.list-simple-logicals-mm,5,2,0
Cross.list-simple-measurereports,5,2,0
Cross.list-simple-measurereports-json,5,4,0
Cross.list-simple-measurereports-xml,5,4,0
Cross.list-simple-measures,5,0,0
Cross.list-simple-measures-json,5,0,0
Cross.list-simple-measures-xml,5,0,0
Cross.list-simple-media,5,1,0
Cross.list-simple-media-json,5,3,0
Cross.list-simple-media-xml,5,3,0
Cross.list-simple-medicationadministrations,5,0,0
Cross.list-simple-medicationadministrations-json,5,3,0
Cross.list-simple-medicationadministrations-xml,5,3,0
Cross.list-simple-medicationdispenses,5,0,0
Cross.list-simple-medicationdispenses-json,5,0,0
Cross.list-simple-medicationdispenses-xml,5,1,0
Cross.list-simple-medicationknowledges,5,0,0
Cross.list-simple-medicationknowledges-json,5,1,0
Cross.list-simple-medicationknowledges-xml,5,1,0
Cross.list-simple-medicationrequests,5,0,0
Cross.list-simple-medicationrequests-json,5,3,0
Cross.list-simple-medicationrequests-xml,5,4,0
Cross.list-simple-medications,5,3,0
Cross.list-simple-medications-json,5,4,0
Cross.list-simple-medications-xml,5,4,0
Cross.list-simple-medicationstatements,5,0,0
Cross.list-simple-medicationstatements-json,5,1,0
Cross.list-simple-medicationstatements-xml,5,2,0
Cross.list-simple-medicinalproductauthorizations,5,0,0
Cross.list-simple-medicinalproductauthorizations-json,5,0,0
Cross.list-simple-medicinalproductauthorizations-xml,5,0,0
Cross.list-simple-medicinalproductcontraindications,5,0,0
Cross.list-simple-medicinalproductcontraindications-json,5,0,0
Cross.list-simple-medicinalproductcontraindications-xml,5,2,0
Cross.list-simple-medicinalproductindications,5,2,0
Cross.list-simple-medicinalproductindications-json,5,2,0
Cross.list-simple-medicinalproductindications-xml,5,2,0
Cross.list-simple-medicinalproductingredients,5,0,0
Cross.list-simple-medicinalproductingredients-json,5,0,0
Cross.list-simple-medicinalproductingredients-xml,5,1,0
Cross.list-simple-medicinalproductinteractions,5,0,0
Cross.list-simple-medicinalproductinteractions-json,5,0,0
Cross.list-simple-medicinalproductinteractions-xml,5,1,0
Cross.list-simple-medicinalproductmanufactureds,5,1,0
Cross.list-simple-medicinalproductmanufactureds-json,5,3,0
Cross.list-simple-medicinalproductmanufactureds-xml,5,4,0
Cross.list-simple-medicinalproductpackageds,5,0,0
Cross.list-simple-medicinalproductpackageds-json,5,0,0
Cross.list-simple-medicinalproductpackageds-xml,5,3,0
Cross.list-simple-medicinalproductpharmaceuticals,5,1,0
Cross.list-simple-medicinalproductpharmaceuticals-json,5,1,0
Cross.list-simple-medicinalproductpharmaceuticals-xml,5,2,0
Cross.list-simple-medicinalproducts,5,0,0
Cross.list-simple-medicinalproducts-json,5,2,0
Cross.list-simple-medicinalproducts-xml,5,3,0
Cross.list-simple-medicinalproductundesirableeffects,5,0,0
Cross.list-simple-medicinalproductundesirableeffects-json,5,1,0
Cross.list-simple-medicinalproductundesirableeffects-xml,5,3,0
Cross.list-simple-messagedefinitions,5,1,0
Cross.list-simple-messagedefinitions-json,5,3,0
Cross.list-simple-messagedefinitions-xml,5,4,0
Cross.list-simple-messageheaders,5,0,0
Cross.list-simple-messageheaders-json,5,2,0
Cross.list-simple-messageheaders-xml,5,2,0
Cross.list-simple-molecularsequences,5,0,0
Cross.list-simple-molecularsequences-json,5,0,0
Cross.list-simple-molecularsequences-xml,5,2,0
Cross.list-simple-name-accounts,5,0,0
Cross.list-simple-name-accounts-json,5,0,0
Cross.list-simple-name-accounts-xml,5,2,0
Cross.list-simple-name-activitydefinitions,5,0,0
Cross.list-simple-name-activitydefinitions-json,5,1,0
Cross.list-simple-name-activitydefinitions-xml,5,2,0
Cross.list-simple-name-actordefinitions,5,7,0
Cross.list-simple-name-actordefinitions-json,5,8,0
Cross.list-simple-name-actordefinitions-xml,5,10,0
Cross.list-simple-name-adverseevents,5,0,0
Cross.list-simple-name-adverseevents-json,5,0,0
Cross.list-simple-name-adverseevents-xml,5,1,0
Cross.list-simple-name-allergyintolerances,5,2,0
Cross.list-simple-name-allergyintolerances-json,5,3,0
Cross.list-simple-name-allergyintolerances-xml,5,4,0
Cross.list-simple-name-appointmentresponses,5,3,0
Cross.list-simple-name-appointmentresponses-json,5,3,0
Cross.list-simple-name-appointmentresponses-xml,5,4,0
Cross.list-simple-name-appointments,5,1,0
Cross.list-simple-name-appointments-json,5,2,0
Cross.list-simple-name-appointments-xml,5,2,0
